id;nome;email;valor_compra;dominio_email
2476;Maria Liz Farias;svasconcelos@example.org;5886,59;example.org
2477;Ravi Lucca Silva;ocastro@example.org;9886,32;example.org
2478;Yan Pastor;martinsfelipe@example.org;5183,87;example.org
2479;Luiz Miguel Duarte;pirescecilia@example.org;2878,01;example.org
2480;Letícia Alves;maria-alicemarques@example.com;8607,45;example.com
2481;Ravi Lucca Sampaio;vinicius27@example.org;3682,5;example.org
2482;Benício das Neves;yalves@example.com;2390,7;example.com
2483;Luiz Felipe Alves;melina87@example.net;6037,77;example.net
2484;Isabelly Carvalho;kda-luz@example.com;6945,51;example.com
2485;Luiz Gustavo Fonseca;wcavalcante@example.net;6673,5;example.net
2486;Anthony Souza;qsales@example.com;5253,42;example.com
2487;Maitê Silveira;mouramirella@example.net;1658,84;example.net
2488;Apollo Brito;dom32@example.com;2882,85;example.com
2489;Luara Teixeira;milena13@example.com;6534,36;example.com
2490;Luiz Miguel Rezende;edias@example.net;1766,23;example.net
2491;Erick Souza;ysampaio@example.org;8184,06;example.org
2492;Oliver Gonçalves;luiz-fernando36@example.com;5627,0;example.com
2493;Murilo Alves;beniciocosta@example.com;1895,51;example.com
2494;Vitor Gabriel Pacheco;domda-costa@example.org;1779,35;example.org
2495;Bernardo Barbosa;pedro66@example.net;3377,36;example.net
2496;Heloisa da Conceição;ccostela@example.net;1761,72;example.net
2497;Maya Rocha;qpinto@example.net;2108,78;example.net
2498;Caleb Sousa;eduardoda-conceicao@example.com;1017,07;example.com
2499;Bianca Albuquerque;maria-lizmoreira@example.net;1232,1;example.net
2500;Rael da Luz;fernandessarah@example.com;1564,07;example.com
2501;Aurora da Mota;anthony-gabrielnunes@example.org;5791,52;example.org
2502;Bárbara Cassiano;benjamin75@example.net;5368,91;example.net
2503;Bernardo Dias;kgarcia@example.com;2554,15;example.com
2504;Nicole da Mota;ocavalcante@example.net;6706,73;example.net
2505;Eduardo Cassiano;nataliada-cruz@example.net;4498,84;example.net
2506;Apollo da Paz;piresgustavo-henrique@example.org;5472,11;example.org
2507;Luigi Vieira;hnovais@example.com;4466,48;example.com
2508;Maria Flor Macedo;maria-vitoria33@example.net;2230,25;example.net
2509;Guilherme Câmara;bcassiano@example.org;5523,69;example.org
2510;Maria Eduarda Freitas;barrossabrina@example.net;2943,56;example.net
2511;Luna Silva;eduardoda-rocha@example.net;2984,38;example.net
2512;Sra. Alana Casa Grande;rioscaleb@example.org;9372,5;example.org
2513;Dra. Alana Rios;marquesyan@example.org;6917,65;example.org
2514;Natália da Mata;adias@example.com;6419,33;example.com
2515;Sra. Ana Julia Garcia;pachecomaysa@example.com;8874,88;example.com
2516;João Machado;novaisravy@example.net;4848,1;example.net
2517;Maria Luiza Brito;catarina84@example.net;8110,83;example.net
2518;Srta. Cecilia Machado;prezende@example.net;3340,72;example.net
2519;Kevin Novais;tvasconcelos@example.org;3683,74;example.org
2520;Dante Porto;calebedias@example.org;9576,61;example.org
2521;Sara Siqueira;larissa00@example.net;6480,2;example.net
2522;Srta. Ana Clara Souza;crocha@example.org;2395,99;example.org
2523;Vicente Ribeiro;salesbianca@example.com;2452,46;example.com
2524;Dr. José Borges;isisgoncalves@example.net;1999,93;example.net
2525;Aylla Cassiano;fcassiano@example.net;1779,11;example.net
2526;Maitê Castro;clara25@example.org;9672,33;example.org
2527;Davi Miguel Cunha;joaquimda-rosa@example.com;7928,49;example.com
2528;Maria Helena Casa Grande;cavalcantiisis@example.org;1933,83;example.org
2529;Ian Oliveira;beatriz79@example.com;5034,6;example.com
2530;Helena Cassiano;maria-florcamara@example.org;7645,59;example.org
2531;Júlia Pastor;danielsousa@example.net;6818,77;example.net
2532;Bernardo Silveira;maria-eduarda62@example.org;7387,14;example.org
2533;Dr. Mathias Monteiro;davi-luiz58@example.com;7413,48;example.com
2534;Murilo Fonseca;cirinoheloisa@example.net;9131,18;example.net
2535;Nicolas Rodrigues;nda-costa@example.com;2192,05;example.com
2536;Maria Flor Cirino;dcasa-grande@example.net;3736,15;example.net
2537;Kaique Câmara;aylla74@example.com;5740,0;example.com
2538;Olívia da Conceição;dante96@example.org;6123,13;example.org
2539;Luiz Miguel Cirino;ravyda-rosa@example.org;4595,39;example.org
2540;Sra. Sophie Borges;macedoanthony-gabriel@example.com;4518,59;example.com
2541;Camila Pacheco;vinicius03@example.org;3121,16;example.org
2542;Maria Cecília Cassiano;limaryan@example.com;3353,78;example.com
2543;Luiz Gustavo Abreu;isaacmonteiro@example.com;5776,15;example.com
2544;Isabel Sá;aurora28@example.net;6783,12;example.net
2545;Maria Luiza Barros;carvalhomaria-eduarda@example.net;7921,19;example.net
2546;Sra. Sofia Carvalho;nfonseca@example.net;9561,66;example.net
2547;Giovanna Azevedo;snunes@example.org;6435,87;example.org
2548;Vitória Sá;rafaelfogaca@example.com;3060,46;example.com
2549;Stella Silveira;sabrinasampaio@example.net;3568,9;example.net
2550;Renan Marques;helena30@example.net;5432,53;example.net
2551;Olivia Rios;lopesluiz-gustavo@example.org;1443,64;example.org
2552;Renan Vargas;ana-liz43@example.org;8894,14;example.org
2553;Leandro Ribeiro;npimenta@example.com;6834,63;example.com
2554;Bernardo Albuquerque;cecilia71@example.net;9499,15;example.net
2555;Isadora Fonseca;apollo78@example.org;5577,56;example.org
2556;Sra. Lavínia da Paz;isaac61@example.com;4806,31;example.com
2557;Luísa Barros;maria-vitoria70@example.net;7436,12;example.net
2558;Lavínia da Mota;wcasa-grande@example.net;1785,78;example.net
2559;Dr. Rhavi Jesus;iaraujo@example.net;8460,67;example.net
2560;Renan Porto;davi-lucas84@example.net;1549,21;example.net
2561;Ana Júlia Fogaça;costelavalentina@example.net;8533,56;example.net
2562;Bryan Novaes;ana-cecilia24@example.com;4331,89;example.com
2563;Maria Clara Gonçalves;ana-julia06@example.com;5360,52;example.com
2564;Paulo Camargo;otaviosousa@example.com;4696,14;example.com
2565;Maria Luiza Câmara;camila53@example.org;6923,15;example.org
2566;Ana Mendes;lorena91@example.net;8457,68;example.net
2567;Maria Isis da Cruz;catarina31@example.net;9779,92;example.net
2568;Kaique Vieira;goncalvesenrico@example.org;1659,34;example.org
2569;Daniel da Luz;bcasa-grande@example.com;5517,97;example.com
2570;Joaquim Duarte;lramos@example.org;6124,66;example.org
2571;Raul Lopes;siqueiramaya@example.com;4538,98;example.com
2572;Mirella Nunes;diasdiego@example.com;5685,82;example.com
2573;Clara Novaes;cavalcanticlarice@example.net;3156,22;example.net
2574;Arthur Gabriel Melo;da-motacarolina@example.com;5783,39;example.com
2575;Pietra da Luz;vianajuan@example.com;6510,12;example.com
2576;Carlos Eduardo Cassiano;maria-julia84@example.org;8312,92;example.org
2577;Miguel Correia;maria-fernanda41@example.com;7329,32;example.com
2578;Olivia Pereira;ypeixoto@example.org;5656,06;example.org
2579;Vitor Hugo Moreira;calebcorreia@example.net;4977,59;example.net
2580;Lorena Dias;davi-luizmoreira@example.net;7840,3;example.net
2581;Emanuelly Andrade;davi-luiz82@example.net;3446,52;example.net
2582;Noah Castro;ana-vitoriada-paz@example.org;6799,83;example.org
2583;Renan Rezende;pedro-henrique77@example.net;9767,33;example.net
2584;Bernardo Melo;ana94@example.org;2991,27;example.org
2585;Ana Carolina Fonseca;rebeca39@example.net;7591,99;example.net
2586;Letícia Souza;heitor17@example.net;2717,42;example.net
2587;Isaque Rocha;rezendejosue@example.net;7572,01;example.net
2588;Srta. Ana Clara Abreu;arthur69@example.org;3705,59;example.org
2589;Nina Macedo;benicio18@example.net;6196,96;example.net
2590;Gabrielly Marques;caldeiralais@example.net;7890,67;example.net
2591;Brenda Carvalho;rfernandes@example.com;4817,62;example.com
2592;Milena Novaes;kabreu@example.com;2422,51;example.com
2593;Sara Nogueira;oliveiraluna@example.net;3362,89;example.net
2594;Isaque Carvalho;camila80@example.com;9846,61;example.com
2595;Luiz Gustavo da Cunha;bcamara@example.org;3397,57;example.org
2596;Luiz Felipe Silveira;emanuellyandrade@example.net;1091,26;example.net
2597;Maria Luiza Alves;hcampos@example.org;9254,01;example.org
2598;Kamilly Gonçalves;ralves@example.org;7179,9;example.org
2599;Bernardo Rios;benicio66@example.net;8764,75;example.net
2600;Luiz Otávio Fogaça;noahcorreia@example.net;1644,2;example.net
2601;Thales Costa;enzo-gabriel94@example.org;2370,42;example.org
2602;Sra. Ana Sophia Abreu;yago69@example.com;7896,35;example.com
2603;Maria Fernanda Mendes;olivia06@example.org;5409,77;example.org
2604;Dr. João Guilherme Rodrigues;oliviaferreira@example.org;2461,39;example.org
2605;Ryan Camargo;alice92@example.org;5468,24;example.org
2606;Miguel Marques;felipe93@example.com;8879,38;example.com
2607;Ana Liz Dias;eduardo93@example.net;9735,45;example.net
2608;Gael Henrique Câmara;raul18@example.net;3002,03;example.net
2609;Vitória Lima;emanuel65@example.org;3197,24;example.org
2610;Sarah da Paz;barbarasilva@example.org;7172,9;example.org
2611;Léo Sousa;heloisa08@example.com;6647,02;example.com
2612;Vinícius Souza;nascimentocaue@example.net;7994,78;example.net
2613;Stephany Montenegro;maria-ceciliavieira@example.net;2576,0;example.net
2614;Enzo Sales;yfernandes@example.net;1103,18;example.net
2615;Enrico Monteiro;icassiano@example.com;3320,91;example.com
2616;Ana Sophia Abreu;poliveira@example.com;9624,07;example.com
2617;Letícia Fogaça;beniciofreitas@example.com;9223,13;example.com
2618;Yago Moraes;catarina99@example.net;8152,74;example.net
2619;Isadora Rocha;zoe66@example.org;6243,28;example.org
2620;Noah Aragão;melissa47@example.com;3214,89;example.com
2621;Lorenzo Souza;yagoalbuquerque@example.com;8209,75;example.com
2622;Luiz Henrique Macedo;daniela22@example.com;8824,32;example.com
2623;Dr. Caleb Ferreira;nfonseca@example.com;2412,78;example.com
2624;Maitê da Mota;raulbarros@example.net;4561,15;example.net
2625;Heloisa Vieira;sarah95@example.org;3027,96;example.org
2626;Marcelo Nascimento;ana-julia14@example.org;7431,96;example.org
2627;Lucca Nunes;cavalcanteapollo@example.com;9920,58;example.com
2628;Isabella Machado;juan75@example.org;9203,42;example.org
2629;Bárbara Barbosa;mateus07@example.net;1115,06;example.net
2630;Dr. Henry Gabriel Sá;hnogueira@example.org;9231,02;example.org
2631;Manuella Araújo;pietra34@example.com;4320,6;example.com
2632;Sr. Matteo Duarte;icostela@example.org;4559,81;example.org
2633;Maria Luiza Aparecida;sophie25@example.org;2771,15;example.org
2634;Maria Julia Dias;mendesjoao-pedro@example.org;1371,41;example.org
2635;Dra. Agatha Andrade;kaique58@example.com;4959,34;example.com
2636;Gabriela Silveira;joliveira@example.net;8004,25;example.net
2637;Rafael Ribeiro;emilly14@example.com;6233,34;example.com
2638;Hellena Souza;naraujo@example.com;8409,94;example.com
2639;Valentim Barbosa;isabelda-cunha@example.org;6949,5;example.org
2640;Davi Rodrigues;gael-henriquerezende@example.net;1354,77;example.net
2641;Lorenzo Pastor;eda-paz@example.org;5525,04;example.org
2642;Mariane da Mata;silveiragustavo-henrique@example.org;4562,66;example.org
2643;Esther Pires;moraesisis@example.org;8342,2;example.org
2644;Jade Freitas;gabriellysilveira@example.org;9643,65;example.org
2645;Joaquim Gomes;lcardoso@example.net;6768,23;example.net
2646;Eloah Pastor;carolina69@example.com;8281,0;example.com
2647;Isaac Rios;cavalcanteisaque@example.org;4010,59;example.org
2648;Rafael da Cunha;vasconcelosdavi-miguel@example.com;1832,19;example.com
2649;Zoe Vieira;wlopes@example.com;9171,35;example.com
2650;Maria Isis das Neves;costelalunna@example.net;6255,58;example.net
2651;Igor Siqueira;elisanovaes@example.org;1932,06;example.org
2652;Ana Júlia Dias;hcamara@example.com;2301,86;example.com
2653;Sr. Nathan Siqueira;abreusophie@example.org;6644,26;example.org
2654;Luana Rocha;duartevalentina@example.org;7214,46;example.org
2655;Sra. Amanda Silveira;yasminjesus@example.org;9301,84;example.org
2656;Nicolas Aragão;maria-juliada-rocha@example.net;4366,63;example.net
2657;Bárbara Castro;isiqueira@example.net;8886,55;example.net
2658;Ísis Vargas;elisa16@example.org;1903,93;example.org
2659;Raquel Cunha;fsouza@example.com;9001,24;example.com
2660;Sra. Cecilia Vieira;ana-vitoriada-luz@example.org;1329,46;example.org
2661;Marcos Vinicius Cunha;carolinafreitas@example.com;8902,76;example.com
2662;Fernanda Monteiro;caio41@example.com;3607,84;example.com
2663;Cauê Barros;vasconcelosmirella@example.org;1951,38;example.org
2664;Dra. Ana Luiza da Cunha;ljesus@example.net;8485,08;example.net
2665;Sr. Rael Marques;luisasampaio@example.net;9696,14;example.net
2666;Breno Azevedo;ycostela@example.org;6919,22;example.org
2667;Davi Rodrigues;nfogaca@example.net;5993,14;example.net
2668;Mateus Barros;nicolecavalcanti@example.net;3108,31;example.net
2669;Liam Aragão;moraesjoao-lucas@example.org;9142,55;example.org
2670;Laís Costa;aparecidanathan@example.net;6292,35;example.net
2671;Bryan Rios;hgoncalves@example.net;7003,26;example.net
2672;Benjamim da Cruz;daniela52@example.org;2704,95;example.org
2673;Sra. Maria Liz Pinto;borgesmaria-sophia@example.net;9415,7;example.net
2674;Vitória Rocha;maria-luisa93@example.org;6749,41;example.org
2675;Dra. Elisa Cavalcante;vitor-hugo79@example.com;4374,77;example.com
2676;Maria Alice Moura;liam62@example.org;2757,89;example.org
2677;Dra. Marcela das Neves;aparecidalarissa@example.net;4695,06;example.net
2678;Vicente Macedo;pedro-lucaslopes@example.org;8275,37;example.org
2679;Pedro Pereira;mouraleonardo@example.net;9436,49;example.net
2680;Breno Rios;da-luzravi-lucca@example.com;2678,32;example.com
2681;Augusto Almeida;siqueirapedro-miguel@example.org;5222,25;example.org
2682;Ana Júlia Azevedo;vianavicente@example.com;2909,51;example.com
2683;Vicente Caldeira;marina94@example.com;9256,29;example.com
2684;Gael Nunes;pimentaanna-liz@example.net;8844,89;example.net
2685;Vinícius Sá;bcampos@example.com;2044,2;example.com
2686;Ana Lívia Rocha;otaviobrito@example.net;7220,82;example.net
2687;Arthur Sá;pimentamelissa@example.org;8348,86;example.org
2688;Felipe Macedo;maria-sophiacardoso@example.com;1990,37;example.com
2689;Dra. Caroline Duarte;larissa74@example.net;2058,93;example.net
2690;Nicolas Caldeira;qgomes@example.com;4794,34;example.com
2691;Olivia Sales;leticiagarcia@example.com;7873,5;example.com
2692;Mirella Vieira;thalesda-luz@example.com;9937,49;example.com
2693;Liz Melo;bruna77@example.org;7118,74;example.org
2694;Dra. Maria Fernanda Moraes;juliaandrade@example.net;5915,05;example.net
2695;Asafe Câmara;caio41@example.com;5606,39;example.com
2696;Srta. Stephany Montenegro;moreiraravi-lucca@example.org;7434,04;example.org
2697;Dr. Anthony Gabriel Albuquerque;luigi79@example.net;9567,52;example.net
2698;Srta. Maria Isis Sales;da-conceicaomaria-fernanda@example.com;7592,33;example.com
2699;Sr. Ian Aparecida;antonioguerra@example.net;5889,24;example.net
2700;Thiago Vieira;duarteana-vitoria@example.org;9732,82;example.org
2701;Clarice da Paz;pastorheloisa@example.net;4590,3;example.net
2702;Dra. Stephany Correia;mariane19@example.com;9097,03;example.com
2703;Kaique Gonçalves;isabel77@example.net;8172,0;example.net
2704;Fernanda Barros;taraujo@example.org;5241,27;example.org
2705;Hellena Novais;zcunha@example.org;3284,35;example.org
2706;Lívia Pimenta;stella09@example.net;9187,88;example.net
2707;Emanuella Ribeiro;xteixeira@example.org;1889,15;example.org
2708;Manuella Melo;augusto44@example.com;9557,97;example.com
2709;Luan Pimenta;vcamargo@example.net;9245,46;example.net
2710;Alice Fernandes;isadorarezende@example.org;2575,2;example.org
2711;Dr. Arthur Miguel Fogaça;gabriellyalmeida@example.com;2913,32;example.com
2712;Anthony Gabriel Siqueira;vinicius77@example.net;9282,96;example.net
2713;Sra. Hellena Pires;anna-lizrodrigues@example.com;8143,11;example.com
2714;Sr. Henrique Dias;moraesmaya@example.org;1722,98;example.org
2715;Dra. Ana Beatriz da Luz;gsilva@example.com;8664,13;example.com
2716;Isaac Brito;hvargas@example.net;5445,56;example.net
2717;Maria Flor Borges;bcaldeira@example.org;8130,87;example.org
2718;Felipe Pacheco;jsa@example.org;2949,07;example.org
2719;Natália Gonçalves;jda-mata@example.net;7385,85;example.net
2720;Isadora Santos;marqueslorenzo@example.net;5593,72;example.net
2721;Yan Melo;nogueiratheodoro@example.org;9448,01;example.org
2722;Srta. Alexia Melo;jsa@example.com;1271,33;example.com
2723;Diego da Luz;jgoncalves@example.org;9344,17;example.org
2724;Isaque Porto;rpeixoto@example.net;1381,36;example.net
2725;Bernardo da Conceição;francisco63@example.org;8281,43;example.org
2726;Marcela Azevedo;augustobarbosa@example.org;7019,16;example.org
2727;Isaac Machado;davi-luccasousa@example.net;6341,58;example.net
2728;Kevin Guerra;valentimleao@example.net;2379,97;example.net
2729;Pedro Miguel Rios;brenoferreira@example.net;7843,25;example.net
2730;Laís da Cunha;pimentajoao-vitor@example.com;6470,37;example.com
2731;Thomas Duarte;isadora01@example.net;2222,26;example.net
2732;Matheus Pires;benicioferreira@example.net;5021,63;example.net
2733;Carolina Vargas;ufarias@example.net;2578,38;example.net
2734;Pietra Cavalcanti;uaraujo@example.net;5762,04;example.net
2735;Milena Pereira;ana-ceciliaporto@example.net;5954,52;example.net
2736;Isabelly Peixoto;valentimmontenegro@example.com;5034,15;example.com
2737;Kamilly Azevedo;maria-julia92@example.org;7900,49;example.org
2738;Sara Pires;vjesus@example.com;8175,71;example.com
2739;Jade Cardoso;ottoborges@example.net;5276,41;example.net
2740;Laura Cassiano;britoyasmin@example.net;6008,45;example.net
2741;Joana Gomes;miguel33@example.net;8346,33;example.net
2742;Pedro Miguel Montenegro;jrios@example.org;6736,57;example.org
