id;nome;email;valor_compra
2039;Danilo Pimenta;souzaeloah@example.com;8169.41
2040;Oliver Pimenta;enzo-gabrielleao@example.com;4168.11
2041;Gabrielly Rios;smelo@example.org;7839.33
2042;Ana Cecília Macedo;tcavalcanti@example.net;4596.16
2043;Luigi Rocha;maria-helenaaparecida@example.org;1328.16
2044;Dra. Stella Fernandes;eloah71@example.net;9121.15
2045;Daniel Pereira;jose-pedrocaldeira@example.net;4246.48
2046;Melina Siqueira;zsales@example.net;3070.06
2047;Natália Porto;yramos@example.org;5436.86
2048;Felipe da Rosa;ana-beatrizaraujo@example.com;7935.37
2049;Noah Castro;zoe78@example.org;9017.80
2050;Sr. Rael Rocha;ecassiano@example.com;3420.10
2051;Sra. Luna das Neves;wviana@example.com;8431.41
2052;Josué Sá;benicio34@example.com;1831.26
2053;Emanuelly Pacheco;mcarvalho@example.org;1949.79
2054;Bianca Sá;joao-pedroteixeira@example.com;5919.40
2055;Alexia Garcia;luiz-henriquecavalcante@example.net;3827.53
2056;Vitória da Cruz;ralbuquerque@example.com;4018.67
2057;Breno Ferreira;lorena36@example.net;1305.04
2058;Gustavo Henrique Pinto;lucas-gabriel40@example.net;6500.05
2059;Larissa Azevedo;asousa@example.com;5512.53
2060;Otávio Sampaio;hrocha@example.com;3233.83
2061;Emanuelly Pires;olivia88@example.net;7273.02
2062;Gustavo Henrique da Mata;otto79@example.net;2442.00
2063;Maria Clara Sampaio;acunha@example.com;8211.91
2064;Dr. Kaique Siqueira;erickcasa-grande@example.com;4691.11
2065;Emilly Pereira;kmacedo@example.com;1165.03
2066;Fernando Aparecida;dvasconcelos@example.org;9721.21
2067;Sophie Pires;lauralima@example.com;7163.32
2068;Josué Cavalcante;jose-pedro02@example.com;3712.09
2069;Nathan Abreu;cassianoaugusto@example.com;4365.29
2070;Dr. João Lima;luiz-miguel25@example.com;7080.34
2071;Emanuella da Luz;rafaelgarcia@example.org;4880.54
2072;Rebeca Borges;casa-grandegiovanna@example.org;8592.94
2073;Rodrigo Nunes;isabelly96@example.net;6315.68
2074;Ian Vasconcelos;marcelo67@example.org;4563.44
2075;Maria Isis Guerra;ayla67@example.org;9215.45
2076;Diego Fernandes;raul13@example.org;8060.75
2077;Heloisa Borges;gael91@example.org;9273.82
2078;Maria Fernanda Pinto;ida-cunha@example.org;3304.72
2079;Vinícius Castro;pietra74@example.org;3088.75
2080;Catarina Vasconcelos;da-motadante@example.com;2414.65
2081;Isabella Pinto;rcirino@example.com;3846.32
2082;Ísis Araújo;vinicius46@example.com;8215.34
2083;Renan da Rosa;sarah21@example.net;5114.31
2084;Rodrigo Cassiano;gabrielcarvalho@example.com;8466.76
2085;Laura Freitas;yagoda-cunha@example.org;5392.84
2086;Olívia Rezende;camargomurilo@example.org;4589.52
2087;Dr. João Gabriel Cardoso;ipimenta@example.org;7704.44
2088;Sr. Mathias Camargo;cassianomaria@example.org;1970.22
2089;Luiz Henrique da Rocha;laiscarvalho@example.com;8623.03
2090;Mirella Cunha;moreiratheodoro@example.net;9743.52
2091;Maria Vitória Santos;luna71@example.net;7160.36
2092;Valentina Nunes;renancardoso@example.net;7123.49
2093;Joaquim Vasconcelos;ana-carolina13@example.net;2105.35
2094;Dra. Marina Freitas;iferreira@example.com;6617.07
2095;Srta. Agatha Lima;joao-vitor50@example.com;7623.80
2096;Pedro Miguel Nascimento;luisa66@example.net;2441.23
2097;Pedro Costela;heitorpires@example.org;1503.44
2098;Emilly Souza;rmacedo@example.com;7257.08
2099;Bárbara Jesus;andreferreira@example.org;8475.10
2100;Olivia Almeida;miguelda-rocha@example.com;7530.59
2101;Allana Vieira;da-matacarolina@example.net;7795.41
2102;Dra. Maria Liz Correia;natalia48@example.org;8560.08
2103;Maria Laura Nogueira;kaique09@example.com;8363.17
2104;Dra. Lívia Moura;luiz-gustavo16@example.com;7980.08
2105;Maysa Montenegro;levisousa@example.org;3456.24
2106;Caroline Barros;hrocha@example.net;5846.70
2107;Sabrina Souza;gabriellima@example.com;5952.96
2108;Maysa Casa Grande;sophia32@example.net;2496.84
2109;Beatriz Vieira;davi-miguel41@example.net;6887.01
2110;Juliana Siqueira;heitor29@example.com;5187.17
2111;Dra. Joana Araújo;drios@example.com;9994.63
2112;Sr. Samuel Almeida;silveirakaique@example.org;6315.99
2113;Luana Rodrigues;macedoclara@example.com;9154.20
2114;Maria Eduarda Pastor;ravy02@example.net;4074.72
2115;Sra. Letícia Andrade;theolopes@example.com;9988.84
2116;Sr. João Vitor Peixoto;levi61@example.net;5648.02
2117;Vitória Nunes;uaraujo@example.net;5537.56
2118;Fernanda Pinto;lda-mata@example.net;1007.82
2119;Maysa Nunes;vieirajose-miguel@example.org;6902.34
2120;Vitor Gabriel Sousa;wpimenta@example.org;1078.18
2121;Joana da Costa;maria-juliafarias@example.net;9805.23
2122;Dra. Maria Alice Freitas;pietra59@example.net;2059.64
2123;Emanuella Peixoto;enrico60@example.net;9058.31
2124;Sr. Augusto Cavalcanti;luara63@example.org;7184.65
2125;Júlia Cavalcante;nviana@example.com;2692.25
2126;Camila Almeida;vda-costa@example.com;5929.69
2127;Luiza Barros;josuepimenta@example.org;3488.32
2128;Sara Nogueira;lfernandes@example.net;6684.85
2129;Srta. Sabrina Nunes;xandrade@example.com;9514.26
2130;Laura Pacheco;raquel70@example.net;5645.43
2131;Aurora Carvalho;ymendonca@example.org;5954.46
2132;Sra. Bella Santos;nuneslucas@example.org;3201.85
2133;Alana Farias;vitor-gabriel79@example.com;4126.11
2134;Marina Fogaça;fpastor@example.net;1552.87
2135;Maria Helena Câmara;lunna28@example.org;8208.23
2136;Maria Aparecida;novaisravi@example.org;9422.24
2137;Laura Sampaio;zmoreira@example.org;5510.42
2138;Maria Eduarda Ferreira;cassianohadassa@example.com;3576.08
2139;Isabela Leão;rsousa@example.org;1450.60
2140;João Lucas Barbosa;vargasvitoria@example.net;9082.47
2141;Diego Cardoso;leaocecilia@example.com;9543.77
2142;Paulo Novais;pietrateixeira@example.com;4586.87
2143;Ravi Freitas;apolloda-conceicao@example.com;6757.71
2144;Augusto Sampaio;maria-luizacastro@example.org;4194.13
2145;Kaique Ramos;cvasconcelos@example.com;3869.33
2146;Ryan Azevedo;da-cunharodrigo@example.org;6564.69
2147;Antônio Vasconcelos;santosdanilo@example.com;8844.30
2148;Felipe da Rosa;josue95@example.com;1045.13
2149;Srta. Bárbara Viana;garciastephany@example.com;9214.91
2150;Heloísa Araújo;camposmateus@example.org;2223.70
2151;Sr. Vitor Gabriel Porto;sarah83@example.com;9454.49
2152;Benício da Mota;bpacheco@example.org;5372.93
2153;Calebe Gonçalves;correialuiza@example.org;6782.15
2154;Théo Borges;brendavieira@example.com;5948.09
2155;Nina Gomes;tfernandes@example.com;1854.54
2156;Breno Albuquerque;marcelada-costa@example.com;1144.08
2157;Luiz Henrique da Rosa;vianahenry-gabriel@example.org;2168.75
2158;Maria Julia Souza;vitor-gabrielaragao@example.net;9436.86
2159;Vinicius Marques;liz71@example.com;7649.26
2160;Bianca da Mata;thalesrezende@example.com;7113.66
2161;Ana Julia Almeida;scampos@example.net;8719.88
2162;Luigi Azevedo;melina63@example.com;5744.56
2163;Laís Borges;clara71@example.net;1347.99
2164;Allana Novaes;rezendeandre@example.net;6975.15
2165;Ana da Costa;nogueiranathan@example.com;5198.42
2166;Felipe Macedo;gmartins@example.com;8277.35
2167;Ayla Rodrigues;julia04@example.org;8831.26
2168;Enrico Guerra;ayla03@example.org;3621.54
2169;Joaquim da Cunha;liam02@example.org;5121.31
2170;Maria Cecília Siqueira;joao-vitoralmeida@example.com;1297.71
2171;Maria Flor Melo;esther53@example.org;6127.28
2172;Yago Sousa;lpacheco@example.org;4808.01
2173;Valentim Costa;bcunha@example.net;7495.75
2174;Ana Júlia Barros;cirinomaria-eduarda@example.org;2423.51
2175;Dra. Maria Luiza da Mota;wcavalcante@example.org;1636.35
2176;Pedro da Cunha;csilva@example.org;4494.55
2177;Melissa Siqueira;joao-guilherme29@example.com;4107.82
2178;Olívia Viana;silveiraluiz-otavio@example.net;4717.56
2179;Kamilly Dias;rafaelalopes@example.com;8623.29
2180;Theo Costa;leandro77@example.org;1491.99
2181;Srta. Pietra Cavalcante;dguerra@example.org;6122.31
2182;Marina Moreira;pastorester@example.org;3071.09
2183;Henrique Pacheco;vargasmaria-julia@example.net;4503.96
2184;Isabel da Cunha;albuquerquejoao-gabriel@example.org;4730.80
2185;Vinicius Siqueira;ester95@example.org;4021.40
2186;Matheus Guerra;fernandeslavinia@example.net;6130.94
2187;Ana Liz Campos;renan62@example.com;9835.06
2188;Pietro Nogueira;saluiz-fernando@example.com;5611.33
2189;Ester Farias;bellasouza@example.net;2115.03
2190;Srta. Ana Lívia Freitas;qnovais@example.net;9359.00
2191;Augusto Abreu;carlos-eduardofonseca@example.org;2116.37
2192;Lucca Gonçalves;vieirathales@example.org;2473.63
2193;Cecília Andrade;kda-rocha@example.com;8910.46
2194;Sr. Renan Fernandes;ana-liz91@example.net;9498.54
2195;Sr. Nicolas Sá;muriloaragao@example.com;8063.17
2196;José Pedro Nunes;gomesana-vitoria@example.net;6078.89
2197;Vinícius Rocha;thomas45@example.com;2888.67
2198;Bruna Vasconcelos;nathan89@example.net;1096.89
2199;Erick Cunha;josue82@example.com;7870.32
2200;Ana Liz Silveira;ana-luizacamara@example.org;5204.38
2201;Aylla da Paz;lucca88@example.com;4663.32
2202;Ágatha Jesus;emanuel26@example.com;4442.15
2203;Mirella Aparecida;bentorodrigues@example.com;1863.21
2204;Olívia Abreu;ana-lauracassiano@example.org;7910.52
2205;Julia Pacheco;joao64@example.org;7376.29
2206;Ágatha Garcia;enzo-gabrielalbuquerque@example.com;7037.15
2207;Ana Laura Lopes;uferreira@example.org;5769.22
2208;Bento Farias;gcaldeira@example.net;5437.39
2209;Luiza Rios;andre13@example.com;6949.63
2210;Maria Luísa Nogueira;casa-grandemaria-isis@example.net;2954.21
2211;Evelyn Cassiano;silvaliam@example.net;7870.43
2212;Dr. Benicio Pereira;amontenegro@example.org;8063.78
2213;Aurora Vasconcelos;saaurora@example.org;1389.46
2214;Ágatha Leão;bruno69@example.org;3507.03
2215;Emanuelly Silveira;camila86@example.com;6687.83
2216;Ana Júlia Aragão;cavalcantilucca@example.com;2146.50
2217;Gustavo Nascimento;usilva@example.com;5504.13
2218;Julia Sales;davi-luizda-conceicao@example.net;4675.73
2219;Olivia Vieira;guerraeloa@example.net;4006.03
2220;Sofia Rocha;sophie76@example.com;8040.37
2221;Marcela Borges;luiz-gustavobarros@example.com;7512.62
2222;Isabelly Dias;vasconcelosyago@example.net;4515.46
2223;Letícia Casa Grande;lmacedo@example.net;2366.66
2224;Emilly Macedo;bella32@example.com;2891.65
2225;Joana Andrade;joao-pedrobarbosa@example.net;7080.88
2226;Anna Liz Rocha;salmeida@example.com;4010.82
2227;Pedro Miguel Rocha;silveiraana-sophia@example.net;7909.76
2228;Bruna Peixoto;zda-costa@example.org;1697.24
2229;Augusto Pimenta;yagobarros@example.com;1862.54
2230;Pedro Lucas Castro;maria-isis87@example.com;1705.19
2231;Dr. Enzo Araújo;elisasa@example.org;6050.23
2232;Diogo Gonçalves;thiagosiqueira@example.org;2655.10
2233;Sra. Gabrielly Sousa;ycarvalho@example.com;5990.03
2234;Maya Ribeiro;zviana@example.org;9877.80
2235;Dr. Ravi Sampaio;marquestheo@example.org;8839.29
2236;Maria Alice Moreira;dda-conceicao@example.org;1086.09
2237;Nathan Albuquerque;abreuemanuella@example.net;1224.76
2238;André Mendonça;xcassiano@example.com;7770.21
2239;Ana Clara Lima;luiza17@example.org;6404.89
2240;Henrique Ferreira;aporto@example.org;8576.48
2241;Milena Porto;diasbento@example.com;6506.39
2242;Vinícius Pinto;cmontenegro@example.com;5118.42
2243;Asafe Caldeira;mendesmateus@example.com;6744.67
2244;Dr. Bruno Novaes;onunes@example.com;6883.12
2245;Antony Silveira;martinsmaite@example.com;8708.32
2246;Nicolas Cavalcanti;rhavi02@example.org;5482.65
2247;Isabela Casa Grande;soliveira@example.net;1167.60
2248;Maria Helena Garcia;oliverda-luz@example.net;6685.22
2249;Dra. Eloah Pastor;mathias59@example.com;5613.65
2250;Henry Gabriel Barros;borgesbeatriz@example.org;1869.98
2251;Maya Costela;piresmilena@example.org;2836.88
2252;Ana Julia Oliveira;vda-mota@example.net;8505.70
2253;Clarice Aparecida;diogomachado@example.org;2430.67
2254;Dra. Jade Sá;franciscomoura@example.org;1495.32
2255;Cauã Porto;nataliaazevedo@example.com;1813.00
2256;Otávio Pacheco;araujojosue@example.net;1276.91
2257;Luiz Otávio Barbosa;vargasluiz-henrique@example.net;4105.05
2258;Luana Brito;nogueirarafael@example.org;9947.44
2259;Dr. Henry Gabriel Rezende;paulocosta@example.net;1422.33
2260;Maria Flor Fernandes;henriquedas-neves@example.org;4107.62
2261;Maria Liz Fonseca;rochapedro-lucas@example.org;6080.18
2262;Isabella Novaes;cavalcantibenicio@example.org;2987.71
2263;João Pedro Cirino;lmoura@example.org;2652.68
2264;João Brito;isis15@example.org;8058.09
2265;Anthony Gabriel Pereira;costamaria-clara@example.net;7066.82
2266;Luísa Moura;aparecidaravi-lucca@example.com;7919.64
2267;Letícia Carvalho;tgoncalves@example.net;3040.02
2268;Melina das Neves;aragaojoao-felipe@example.com;9997.86
2269;Dra. Maya Araújo;qaparecida@example.net;8798.99
2270;Lucas Macedo;ncaldeira@example.com;8078.27
2271;Luiz Miguel Moreira;lorena95@example.net;7439.99
2272;Valentim Azevedo;jose-miguelcirino@example.com;6869.81
2273;Liz Cassiano;pmoreira@example.com;7966.37
2274;Melissa Fernandes;azevedoandre@example.org;1474.52
2275;Raul Abreu;isabellamacedo@example.net;3382.23
2276;Manuella Gonçalves;limamaria-liz@example.net;3849.76
2277;Noah Porto;joao-gabriel25@example.org;8055.16
2278;João da Rosa;anna-liz71@example.net;9835.99
2279;Hadassa Cardoso;ana-lauravieira@example.net;8758.48
2280;Valentina da Conceição;souzajoao-guilherme@example.org;4052.59
2281;Nicolas da Mata;bellabrito@example.com;4967.71
2282;João Vitor da Mata;cirinoesther@example.net;2501.85
2283;Cauã Ramos;rda-luz@example.net;9410.55
2284;Isis Costela;lopesrhavi@example.org;1973.69
2285;Juliana Novais;diasrafaela@example.net;7435.15
2286;Kamilly Sá;pedro-miguel80@example.net;4286.58
2287;Augusto Moraes;josuecamargo@example.org;9256.18
2288;Benjamim Aparecida;lucas90@example.com;4560.03
2289;Isabela Guerra;yda-cruz@example.net;2280.04
2290;Mirella Santos;sandrade@example.org;9354.70
2291;Gustavo Henrique Guerra;kbrito@example.org;4242.23
2292;Srta. Ana Julia Pereira;duartejose-miguel@example.com;6390.57
2293;Stephany Costa;maria96@example.org;2615.58
2294;Ana Sophia Costela;novaislevi@example.net;3769.09
2295;Manuella Novais;ana-luiza94@example.com;3426.19
2296;Isabela Rios;da-rochamurilo@example.net;8701.40
2297;Nina Borges;lara48@example.org;5025.62
2298;Luiz Gustavo Machado;peixotomanuela@example.com;1653.22
2299;Sra. Mariana Rios;ana-juliaferreira@example.com;4758.00
2300;Isabel da Paz;thomasda-cunha@example.net;9055.21
2301;Elisa Teixeira;novaisbianca@example.com;5276.24
2302;Laura Rocha;moreiraantony@example.net;6079.60
2303;Ryan Azevedo;gpires@example.org;7119.21
2304;Ana Vitória Marques;gvasconcelos@example.net;8975.12
2305;Kevin Freitas;ymoura@example.com;7730.15
2306;Luiza da Paz;hda-cruz@example.net;3435.66
2307;Dr. Marcelo da Cruz;cirinosophia@example.net;1823.36
2308;Isaac Vargas;rda-cruz@example.net;4254.68
2309;Lucas Jesus;barrosmariah@example.com;9335.54
2310;Milena Abreu;jcassiano@example.org;4043.41
2311;Sara Ribeiro;ivargas@example.com;7691.01
2312;Thales Garcia;brenda65@example.com;1301.71
2313;Maria Sophia Costela;martinsmanuela@example.com;1578.53
2314;Rafael da Costa;luccamendes@example.com;5228.08
2315;João Pedro Ferreira;caleb81@example.net;9200.00
2316;Eloah Sampaio;sophiecostela@example.net;1994.79
2317;Alana Silva;theodororamos@example.com;5437.68
2318;Samuel Cirino;calebe50@example.com;2250.11
2319;Alexandre Cirino;nda-rocha@example.net;2571.54
2320;Liz Peixoto;melohadassa@example.org;6104.03
2321;Helena Cirino;silvaliz@example.net;2088.58
2322;Ester Araújo;lorenapinto@example.com;3527.65
2323;Isaque Rezende;dda-rosa@example.com;3103.74
2324;Isabella Vieira;diasana-clara@example.com;4971.07
2325;Emanuella Farias;da-rochahenry-gabriel@example.com;8085.71
2326;Dr. Guilherme Ribeiro;wda-mota@example.org;4009.99
2327;Stella da Conceição;pereiradavi-miguel@example.org;2606.91
2328;Kamilly Camargo;kaiqueguerra@example.net;8663.54
2329;Maitê da Mota;isabela74@example.net;5867.68
2330;Dra. Ana Carolina Borges;gsiqueira@example.com;3330.40
2331;Leandro Nogueira;allanajesus@example.net;6957.46
2332;Maria Clara Machado;kborges@example.org;8626.40
2333;Dr. Valentim Sousa;gael-henrique88@example.com;5420.56
2334;Maria Liz da Rocha;goncalvesmiguel@example.org;8714.21
2335;Rebeca Pires;maria-clara54@example.org;8123.31
2336;João Felipe Mendes;da-conceicaobernardo@example.org;1175.76
2337;Srta. Ágatha Carvalho;leonardo23@example.com;1763.18
2338;Maria Clara Vasconcelos;breno84@example.net;7885.77
2339;Luiz Miguel da Rosa;teixeiraluigi@example.net;4863.36
2340;Sofia Aparecida;carolina26@example.org;8188.96
2341;Vitor Peixoto;vitor-gabrielcarvalho@example.net;7923.92
2342;Leonardo Novais;brunaribeiro@example.com;7401.55
2343;Gabriel Cunha;gael94@example.net;9236.27
2344;Srta. Eloah Silva;goncalvesemilly@example.org;3080.57
2345;Luan Fonseca;umartins@example.net;7023.01
2346;Helena Nunes;scastro@example.org;3059.77
2347;Sr. Asafe Fernandes;ana-beatrizmarques@example.com;1681.09
2348;Davi Lucca Rodrigues;jmendonca@example.net;9787.56
2349;Hadassa Aragão;rda-rocha@example.net;1990.44
2350;Dra. Larissa Teixeira;vinicius20@example.org;9645.84
2351;Ian Abreu;mariana92@example.org;5938.22
2352;Leonardo Moura;agathaaparecida@example.net;3152.91
2353;Maria Clara Pacheco;wfonseca@example.net;9338.95
2354;Dra. Ágatha Barros;jporto@example.net;4220.70
2355;Catarina Moreira;arthur-miguel19@example.org;5258.20
2356;Lucca Borges;srezende@example.net;5475.70
2357;Emilly Casa Grande;ccostela@example.com;8320.23
2358;Luan Viana;marcos-vinicius88@example.org;5747.82
2359;Maria Isis Sá;araujolucas@example.net;6741.60
2360;Luiz Felipe da Mata;fmachado@example.net;9897.38
2361;Rhavi Câmara;araujoluiz-miguel@example.net;7831.64
2362;Isis Guerra;da-motahelena@example.net;8811.95
2363;Raul Pacheco;enzo-gabrielmoura@example.org;1675.68
2364;Olivia Câmara;ferreiraantonio@example.com;4504.21
2365;André Sá;vianasophia@example.org;5177.13
2366;Marcelo Pimenta;csales@example.net;3461.63
2367;Maria Laura Gomes;juan93@example.net;1477.08
2368;Srta. Mariah Abreu;luarapeixoto@example.net;7380.68
2369;Eduardo Pereira;julia53@example.com;5845.28
2370;Eduardo Pinto;avasconcelos@example.com;1694.04
2371;Ana Júlia da Cruz;lorenzosales@example.com;3629.31
2372;Francisco Cunha;ecassiano@example.com;5183.57
2373;Nathan da Mata;rafaelduarte@example.net;1128.17
2374;Ravy Fogaça;pteixeira@example.org;5555.48
2375;Davi Luiz da Mata;pimentalais@example.com;8097.24
2376;Mariana Fernandes;amoreira@example.org;4770.22
2377;Ana Luiza Cardoso;aragaoanthony@example.net;2775.36
2378;Srta. Sabrina da Luz;rezendeanthony@example.com;7297.74
2379;João Pedro Cavalcante;maria-isis30@example.org;2414.50
2380;Vitor Pinto;daparecida@example.org;3867.12
2381;Srta. Bárbara Silva;nascimentojose-pedro@example.org;7911.62
2382;Guilherme Rios;yda-rosa@example.org;8284.30
2383;Nicolas da Rocha;pcardoso@example.org;3554.80
2384;Cauê Pastor;dcorreia@example.org;3299.96
2385;Maria Flor Garcia;afernandes@example.org;5509.48
2386;Bárbara Fernandes;calebe53@example.com;1210.83
2387;Ágatha Ferreira;tteixeira@example.org;1700.97
2388;Liam Souza;fernandesalana@example.org;2623.52
2389;Raul Pastor;da-motabenicio@example.com;2524.41
2390;Evelyn Teixeira;ycostela@example.com;8224.93
2391;Gabrielly Novais;barrosstephany@example.com;3814.56
2392;Anthony Mendonça;mpeixoto@example.com;5305.17
2393;Maria Vitória Macedo;gnogueira@example.com;1948.96
2394;Luiz Otávio Albuquerque;maria-vitoriacarvalho@example.com;4103.01
2395;Maria Cecília Sousa;maria-isiscosta@example.com;8597.37
2396;Luísa das Neves;xcasa-grande@example.net;1275.59
2397;Maria Julia Rezende;gcirino@example.org;9788.62
